row_number,level,Nation_fk,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
636,1,148,2030,Asia-Pacific,New Caledonia,"         250,000","         <10,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         290,000"
637,1,149,2030,Asia-Pacific,New Zealand,"       2,600,000","         100,000","       2,190,000","         150,000","         100,000","          30,000","          50,000","          10,000","       5,220,000"
638,1,150,2030,Latin America-Caribbean,Nicaragua,"       6,300,000","         <10,000","       1,000,000","         <10,000","         <10,000","         100,000","          10,000","         <10,000","       7,410,000"
639,1,151,2030,Sub-Saharan Africa,Niger,"         300,000","      30,150,000","         230,000","         <10,000","         <10,000","          30,000","         <10,000","         <10,000","      30,720,000"
640,1,152,2030,Sub-Saharan Africa,Nigeria,"     114,920,000","     139,580,000","         930,000","         <10,000","          20,000","       4,150,000","         120,000","         <10,000","     259,720,000"
641,1,153,2030,Asia-Pacific,Niue,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
642,1,154,2030,Asia-Pacific,North Korea,"         520,000","         <10,000","      18,660,000","         <10,000","         400,000","       3,230,000","       3,370,000","         <10,000","      26,180,000"
643,1,155,2030,Asia-Pacific,Northern Mariana Islands,"          50,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          60,000"
644,1,156,2030,Europe,Norway,"       4,320,000","         330,000","         700,000","          40,000","          60,000","         <10,000","          10,000","         <10,000","       5,460,000"
645,1,157,2030,Middle East-North Africa,Oman,"         240,000","       3,350,000","          10,000","         220,000","          20,000","         <10,000","          30,000","         <10,000","       3,890,000"
646,1,158,2030,Asia-Pacific,Pakistan,"       3,680,000","     230,390,000","          30,000","       4,670,000","          30,000","          40,000","          30,000","         <10,000","     238,870,000"
647,1,159,2030,Asia-Pacific,Palau,"          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          20,000"
648,1,160,2030,Middle East-North Africa,Palestinian territories,"         120,000","       6,730,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       6,860,000"
649,1,161,2030,Latin America-Caribbean,Panama,"       4,110,000","          30,000","         230,000","         <10,000","         <10,000","          20,000","          20,000","          20,000","       4,450,000"
650,1,162,2030,Asia-Pacific,Papua New Guinea,"      10,090,000","         <10,000","         <10,000","         <10,000","         <10,000","          50,000","          20,000","         <10,000","      10,170,000"
651,1,163,2030,Latin America-Caribbean,Paraguay,"       8,440,000","         <10,000","         100,000","         <10,000","         <10,000","         150,000","          20,000","         <10,000","       8,720,000"
652,1,164,2030,Latin America-Caribbean,Peru,"      34,420,000","         <10,000","       1,140,000","         <10,000","          60,000","         360,000","         120,000","         <10,000","      36,100,000"
653,1,165,2030,Asia-Pacific,Philippines,"     117,980,000","       7,480,000","         120,000","         <10,000","         120,000","       2,060,000","         200,000","         <10,000","     127,960,000"
654,1,167,2030,Europe,Poland,"      33,550,000","          40,000","       3,330,000","         <10,000","         <10,000","         <10,000","         <10,000","          10,000","      36,960,000"
655,1,168,2030,Europe,Portugal,"       8,810,000","          60,000","         940,000","         <10,000","          20,000","          30,000","         <10,000","         <10,000","       9,880,000"
656,1,169,2030,Latin America-Caribbean,Puerto Rico,"       3,610,000","         <10,000","          90,000","         <10,000","          10,000","          30,000","         <10,000","         <10,000","       3,760,000"
657,1,170,2030,Middle East-North Africa,Qatar,"         380,000","       1,820,000","          20,000","         480,000","         110,000","          10,000","          10,000","         <10,000","       2,820,000"
658,1,171,2030,Sub-Saharan Africa,Reunion,"         880,000","          40,000","          20,000","          50,000","         <10,000","         <10,000","          10,000","         <10,000","       1,010,000"
659,1,172,2030,Europe,Romania,"      19,070,000","          80,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      19,180,000"
660,1,173,2030,Europe,Russia,"      97,330,000","      17,650,000","      18,670,000","          80,000","         170,000","         290,000","          10,000","         170,000","     134,370,000"
661,1,174,2030,Sub-Saharan Africa,Rwanda,"      16,600,000","         440,000","         540,000","         <10,000","         <10,000","         100,000","          30,000","         <10,000","      17,730,000"
662,1,175,2030,Sub-Saharan Africa,St. Helena,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
663,1,176,2030,Latin America-Caribbean,St. Kitts and Nevis,"          60,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          60,000"
664,1,177,2030,Latin America-Caribbean,St. Lucia,"         190,000","         <10,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         210,000"
665,1,178,2030,North America,St. Pierre and Miquelon,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
666,1,179,2030,Latin America-Caribbean,St. Vincent and the Grenadines,"         110,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         130,000"
667,1,180,2030,Asia-Pacific,Samoa,"         260,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         270,000"
668,1,181,2030,Europe,San Marino,"          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          30,000"
669,1,182,2030,Sub-Saharan Africa,Sao Tome and Principe,"         200,000","         <10,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         250,000"
670,1,183,2030,Middle East-North Africa,Saudi Arabia,"       1,620,000","      35,450,000","         230,000","         550,000","         150,000","         100,000","          80,000","         <10,000","      38,190,000"
671,1,184,2030,Sub-Saharan Africa,Senegal,"         600,000","      19,330,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      19,950,000"
672,1,185,2030,Europe,Serbia,"       6,530,000","         430,000","         240,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       7,210,000"
673,1,186,2030,Sub-Saharan Africa,Seychelles,"          90,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         100,000"
674,1,187,2030,Sub-Saharan Africa,Sierra Leone,"       1,680,000","       6,730,000","          10,000","         <10,000","         <10,000","          70,000","         <10,000","         <10,000","       8,500,000"
675,1,188,2030,Asia-Pacific,Singapore,"       1,170,000","       1,190,000","       1,110,000","         520,000","       2,040,000","         170,000","         490,000","         <10,000","       6,690,000"
676,1,189,2030,Europe,Slovakia,"       4,550,000","          20,000","         940,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       5,550,000"
677,1,190,2030,Europe,Slovenia,"       1,480,000","          80,000","         370,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,940,000"
678,1,191,2030,Asia-Pacific,Solomon Islands,"         820,000","         <10,000","         <10,000","         <10,000","         <10,000","          10,000","         <10,000","         <10,000","         840,000"
679,1,192,2030,Sub-Saharan Africa,Somalia,"         <10,000","      15,810,000","         <10,000","         <10,000","         <10,000","          10,000","         <10,000","         <10,000","      15,860,000"
680,1,193,2030,Sub-Saharan Africa,South Africa,"      45,700,000","       1,180,000","       8,750,000","         510,000","          90,000","         310,000","         190,000","          50,000","      56,780,000"
681,1,194,2030,Asia-Pacific,South Korea,"      15,750,000","         210,000","      23,510,000","          30,000","      10,480,000","         420,000","         110,000","         <10,000","      50,510,000"
682,1,195,2030,Europe,Spain,"      35,630,000","       2,280,000","      11,710,000","          60,000","          40,000","          80,000","          20,000","          60,000","      49,890,000"
683,1,196,2030,Asia-Pacific,Sri Lanka,"       1,670,000","       2,610,000","         <10,000","       3,250,000","      16,000,000","         <10,000","         <10,000","         <10,000","      23,540,000"
684,1,197,2030,Middle East-North Africa,Sudan,"       2,790,000","      47,160,000","         540,000","         <10,000","         <10,000","       1,470,000","         <10,000","         <10,000","      51,980,000"
685,1,198,2030,Latin America-Caribbean,Suriname,"         330,000","          80,000","          40,000","         110,000","         <10,000","          40,000","          10,000","         <10,000","         630,000"
686,1,199,2030,Sub-Saharan Africa,Swaziland,"       1,290,000","         <10,000","         130,000","         <10,000","         <10,000","          10,000","         <10,000","         <10,000","       1,450,000"
687,1,200,2030,Europe,Sweden,"       6,080,000","         860,000","       3,160,000","          40,000","          90,000","          30,000","          30,000","          10,000","      10,290,000"
688,1,201,2030,Europe,Switzerland,"       5,410,000","         500,000","       1,980,000","          50,000","          60,000","         <10,000","          20,000","          20,000","       8,040,000"
689,1,202,2030,Middle East-North Africa,Syria,"       1,450,000","      26,200,000","         570,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      28,230,000"
690,1,203,2030,Asia-Pacific,Taiwan,"       1,380,000","          10,000","       3,380,000","         <10,000","       4,800,000","       9,920,000","       3,410,000","         <10,000","      22,900,000"
691,1,204,2030,Asia-Pacific,Tajikistan,"         190,000","       9,540,000","         150,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       9,910,000"
692,1,205,2030,Sub-Saharan Africa,Tanzania,"      53,280,000","      27,270,000","       1,510,000","          50,000","         <10,000","         560,000","          20,000","         <10,000","      82,690,000"
693,1,206,2030,Asia-Pacific,Thailand,"         690,000","       4,770,000","         210,000","         100,000","      66,110,000","          60,000","         <10,000","         <10,000","      71,950,000"
694,1,207,2030,Asia-Pacific,Timor-Leste,"       2,020,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       2,030,000"
695,1,208,2030,Sub-Saharan Africa,Togo,"       3,420,000","       1,190,000","         530,000","         <10,000","         <10,000","       3,290,000","          50,000","         <10,000","       8,490,000"
696,1,209,2030,Asia-Pacific,Tokelau,"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
697,1,210,2030,Asia-Pacific,Tonga,"         150,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         150,000"
698,1,211,2030,Latin America-Caribbean,Trinidad and Tobago,"         900,000","          80,000","          20,000","         300,000","         <10,000","          30,000","          20,000","         <10,000","       1,350,000"
699,1,212,2030,Middle East-North Africa,Tunisia,"          30,000","      12,110,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      12,160,000"
700,1,213,2030,Asia-Pacific,Turkey,"         420,000","      84,750,000","       1,020,000","         <10,000","          40,000","          30,000","         180,000","          30,000","      86,470,000"
701,1,214,2030,Asia-Pacific,Turkmenistan,"         400,000","       5,850,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       6,300,000"
702,1,215,2030,Latin America-Caribbean,Turks and Caicos Islands,"          40,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          40,000"
703,1,216,2030,Asia-Pacific,Tuvalu,"          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          10,000"
704,1,217,2030,Sub-Saharan Africa,Uganda,"      51,760,000","       7,760,000","         310,000","         190,000","         <10,000","         530,000","          70,000","         <10,000","      60,610,000"
705,1,218,2030,Europe,Ukraine,"      35,330,000","         920,000","       4,240,000","          40,000","          30,000","          20,000","          10,000","          30,000","      40,620,000"
706,1,219,2030,Middle East-North Africa,United Arab Emirates,"       1,210,000","       6,940,000","         100,000","         790,000","         240,000","          10,000","          70,000","         <10,000","       9,360,000"
707,1,220,2030,Europe,United Kingdom,"      35,890,000","       5,060,000","      22,630,000","       1,140,000","         480,000","         130,000","         520,000","         250,000","      66,110,000"
708,1,221,2030,North America,United States,"     258,410,000","       5,190,000","      75,740,000","       3,290,000","       4,740,000","       1,190,000","       3,770,000","       5,660,000","     357,980,000"
709,1,222,2030,Latin America-Caribbean,U.S. Virgin Islands,"         110,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         120,000"
710,1,223,2030,Latin America-Caribbean,Uruguay,"       2,020,000","         <10,000","       1,500,000","         <10,000","         <10,000","          30,000","          10,000","         <10,000","       3,560,000"
711,1,224,2030,Asia-Pacific,Uzbekistan,"         610,000","      32,900,000","         240,000","         <10,000","          10,000","          20,000","         <10,000","         <10,000","      33,790,000"
712,1,225,2030,Asia-Pacific,Vanuatu,"         350,000","         <10,000","         <10,000","         <10,000","         <10,000","          10,000","         <10,000","         <10,000","         370,000"
713,1,226,2030,Latin America-Caribbean,Venezuela,"      32,530,000","         110,000","       3,470,000","         <10,000","         <10,000","         180,000","          30,000","         <10,000","      36,330,000"
714,1,227,2030,Asia-Pacific,Vietnam,"       8,630,000","         190,000","      30,490,000","         <10,000","      16,310,000","      45,380,000","         420,000","         <10,000","     101,420,000"
715,1,228,2030,Asia-Pacific,Wallis and Futuna,"          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          10,000"
716,1,229,2030,Middle East-North Africa,Western Sahara,"         <10,000","         670,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         670,000"
717,1,230,2030,Middle East-North Africa,Yemen,"          60,000","      41,130,000","          40,000","         260,000","         <10,000","         <10,000","         <10,000","         <10,000","      41,500,000"
718,1,231,2030,Sub-Saharan Africa,Zambia,"      23,760,000","         180,000","         150,000","          30,000","         <10,000","          90,000","         250,000","         <10,000","      24,470,000"
719,1,232,2030,Sub-Saharan Africa,Zimbabwe,"      14,200,000","         160,000","       1,250,000","         <10,000","         <10,000","         720,000","          50,000","          10,000","      16,390,000"
720,1,237,2030,Sub-Saharan Africa,South Sudan,"       9,250,000","         950,000","          70,000","         <10,000","         <10,000","       5,030,000","         <10,000","         <10,000","      15,300,000"
721,1,238,2030,Latin America-Caribbean,Curacao,"         170,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         180,000"
722,1,239,2030,Latin America-Caribbean,Sint Maarten,"          50,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          60,000"
723,1,240,2030,Latin America-Caribbean,Caribbean Netherlands,"          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          20,000"
724,3,10000,2040, World, All Countries,"   2,756,390,000","   2,497,830,000","   1,244,190,000","   1,342,680,000","     503,940,000","     451,910,000","      62,550,000","      15,700,000","   8,875,200,000"
725,2,1001,2040,North America, All Countries,"     285,480,000","       8,410,000","      99,300,000","       4,940,000","       5,690,000","       2,150,000","       5,460,000","       6,030,000","     417,470,000"
726,2,1002,2040,Latin America-Caribbean, All Countries,"     653,940,000","         940,000","      62,570,000","         680,000","         460,000","      13,750,000","       1,160,000","         480,000","     733,980,000"
727,2,1003,2040,Europe, All Countries,"     482,050,000","      63,980,000","     159,520,000","       2,350,000","       2,240,000","       1,410,000","       1,070,000","       1,260,000","     713,860,000"
728,2,1004,2040,Middle East-North Africa, All Countries,"      17,390,000","     500,870,000","       3,070,000","       3,370,000","       1,100,000","       1,970,000","         270,000","       7,630,000","     535,660,000"
729,2,1005,2040,Sub-Saharan Africa, All Countries,"     949,900,000","     543,470,000","      43,830,000","       1,810,000","         200,000","      51,510,000","       3,210,000","          70,000","   1,594,010,000"
730,2,1006,2040,Asia-Pacific, All Countries,"     367,640,000","   1,380,160,000","     875,890,000","   1,329,540,000","     494,250,000","     381,120,000","      51,380,000","         240,000","   4,880,220,000"
731,1,1,2040,Asia-Pacific,Afghanistan,"          60,000","      61,700,000","          10,000","          20,000","          10,000","         <10,000","          50,000","         <10,000","      61,860,000"
732,1,2,2040,Europe,Albania,"         430,000","       2,550,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       3,010,000"
733,1,3,2040,Middle East-North Africa,Algeria,"          70,000","      44,620,000","         840,000","         <10,000","         <10,000","          10,000","         <10,000","         <10,000","      45,560,000"
734,1,4,2040,Asia-Pacific,American Samoa,"          60,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          60,000"
735,1,5,2040,Europe,Andorra,"          80,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          90,000"
736,1,6,2040,Sub-Saharan Africa,Angola,"      32,710,000","          70,000","       1,870,000","         <10,000","         <10,000","       1,480,000","         <10,000","         <10,000","      36,130,000"
737,1,7,2040,Latin America-Caribbean,Anguilla,"          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          20,000"
738,1,8,2040,Latin America-Caribbean,Antigua and Barbuda,"         100,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         110,000"
739,1,9,2040,Latin America-Caribbean,Argentina,"      41,830,000","         390,000","       5,760,000","         <10,000","          20,000","         310,000","         110,000","         180,000","      48,610,000"
740,1,10,2040,Asia-Pacific,Armenia,"       3,190,000","          30,000","          40,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       3,270,000"
741,1,11,2040,Latin America-Caribbean,Aruba,"         100,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         110,000"
742,1,12,2040,Asia-Pacific,Australia,"      14,320,000","       1,160,000","      10,270,000","         570,000","         850,000","         230,000","         260,000","         140,000","      27,800,000"
743,1,13,2040,Europe,Austria,"       6,440,000","         690,000","       1,400,000","          10,000","          40,000","          10,000","          10,000","          20,000","       8,630,000"
744,1,14,2040,Asia-Pacific,Azerbaijan,"         230,000","      10,820,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","      11,060,000"
745,1,15,2040,Latin America-Caribbean,Bahamas,"         400,000","         <10,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         410,000"
746,1,16,2040,Middle East-North Africa,Bahrain,"         220,000","       1,200,000","          40,000","         180,000","          70,000","         <10,000","         <10,000","         <10,000","       1,730,000"
747,1,17,2040,Asia-Pacific,Bangladesh,"         620,000","     177,860,000","         <10,000","      14,710,000","       1,180,000","         130,000","         130,000","         <10,000","     194,650,000"
748,1,18,2040,Latin America-Caribbean,Barbados,"         260,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         280,000"
749,1,19,2040,Europe,Belarus,"       6,250,000","         150,000","       2,400,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       8,810,000"
750,1,20,2040,Europe,Belgium,"       6,090,000","       1,140,000","       3,690,000","          30,000","          50,000","          40,000","          20,000","          30,000","      11,090,000"
751,1,21,2040,Latin America-Caribbean,Belize,"         430,000","         <10,000","          50,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         500,000"
752,1,22,2040,Sub-Saharan Africa,Benin,"       8,920,000","       4,750,000","       1,000,000","         <10,000","         <10,000","       3,280,000","         <10,000","         <10,000","      17,970,000"
753,1,23,2040,North America,Bermuda,"          50,000","         <10,000","          10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          70,000"
754,1,24,2040,Asia-Pacific,Bhutan,"         <10,000","         <10,000","         <10,000","         220,000","         720,000","          20,000","         <10,000","         <10,000","         960,000"
755,1,25,2040,Latin America-Caribbean,Bolivia,"      14,580,000","         <10,000","         630,000","         <10,000","          10,000","         120,000","         140,000","         <10,000","      15,490,000"
756,1,26,2040,Europe,Bosnia-Herzegovina,"       1,460,000","       1,440,000","          70,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       2,960,000"
757,1,27,2040,Sub-Saharan Africa,Botswana,"       2,080,000","          40,000","         330,000","         <10,000","         <10,000","          60,000","          10,000","         <10,000","       2,530,000"
758,1,28,2040,Latin America-Caribbean,Brazil,"     195,020,000","          50,000","      20,330,000","         <10,000","         240,000","       8,460,000","         300,000","         100,000","     224,500,000"
759,1,29,2040,Latin America-Caribbean,British Virgin Islands,"          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          30,000"
760,1,30,2040,Asia-Pacific,Brunei,"          50,000","         380,000","         <10,000","         <10,000","          40,000","          30,000","         <10,000","         <10,000","         510,000"
761,1,31,2040,Europe,Bulgaria,"       4,520,000","         850,000","         320,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       5,700,000"
762,1,32,2040,Sub-Saharan Africa,Burkina Faso,"       7,920,000","      25,310,000","         240,000","         <10,000","         <10,000","       6,070,000","         <10,000","         <10,000","      39,540,000"
763,1,33,2040,Sub-Saharan Africa,Burundi,"      11,540,000","         390,000","         <10,000","         <10,000","         <10,000","         790,000","         <10,000","         <10,000","      12,720,000"
764,1,34,2040,Asia-Pacific,Cambodia,"          70,000","         390,000","          40,000","         <10,000","      18,400,000","         110,000","         <10,000","         <10,000","      19,020,000"
765,1,35,2040,Sub-Saharan Africa,Cameroon,"      22,860,000","       7,100,000","       1,600,000","         <10,000","         <10,000","       1,050,000","         900,000","         <10,000","      33,510,000"
766,1,36,2040,North America,Canada,"      24,740,000","       1,800,000","      10,240,000","         910,000","         530,000","         530,000","         670,000","         520,000","      39,960,000"
767,1,37,2040,Sub-Saharan Africa,Cape Verde,"         620,000","         <10,000","          60,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         690,000"
768,1,38,2040,Latin America-Caribbean,Cayman Islands,"          60,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          70,000"
769,1,39,2040,Sub-Saharan Africa,Central African Republic,"       6,640,000","         730,000","          70,000","         <10,000","         <10,000","          70,000","         <10,000","         <10,000","       7,520,000"
770,1,40,2040,Sub-Saharan Africa,Chad,"       9,740,000","      12,560,000","         470,000","         <10,000","         <10,000","         300,000","          30,000","         <10,000","      23,110,000"
771,1,41,2040,Europe,Channel Islands,"         120,000","         <10,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         140,000"
772,1,42,2040,Latin America-Caribbean,Chile,"      17,400,000","          20,000","       2,280,000","         <10,000","          10,000","         270,000","          40,000","          30,000","      20,060,000"
773,1,43,2040,Asia-Pacific,China,"      73,040,000","      33,260,000","     700,100,000","          40,000","     252,090,000","     299,040,000","       9,580,000","         <10,000","   1,367,150,000"
774,1,44,2040,Latin America-Caribbean,Colombia,"      55,120,000","          20,000","       4,220,000","         <10,000","         <10,000","         510,000","          50,000","         <10,000","      59,930,000"
775,1,45,2040,Sub-Saharan Africa,Comoros,"         <10,000","       1,490,000","         <10,000","         <10,000","         <10,000","          10,000","         <10,000","         <10,000","       1,510,000"
776,1,46,2040,Sub-Saharan Africa,Republic of the Congo,"       6,800,000","          90,000","         600,000","         <10,000","         <10,000","         210,000","          80,000","         <10,000","       7,770,000"
777,1,47,2040,Sub-Saharan Africa,Democratic Republic of the Congo,"     121,850,000","       2,090,000","       2,150,000","          70,000","         <10,000","         930,000","         160,000","         <10,000","     127,250,000"
778,1,48,2040,Asia-Pacific,Cook Islands,"          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          20,000"
779,1,49,2040,Latin America-Caribbean,Costa Rica,"       5,530,000","         <10,000","         500,000","         <10,000","         <10,000","          50,000","          20,000","         <10,000","       6,110,000"
780,1,50,2040,Sub-Saharan Africa,Ivory Coast,"      14,660,000","      12,850,000","       3,000,000","         <10,000","          20,000","       3,980,000","          60,000","         <10,000","      34,580,000"
781,1,51,2040,Europe,Croatia,"       3,710,000","          70,000","         180,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       3,960,000"
782,1,52,2040,Latin America-Caribbean,Cuba,"       6,080,000","         <10,000","       2,440,000","          20,000","         <10,000","       1,890,000","         <10,000","         <10,000","      10,450,000"
783,1,53,2040,Asia-Pacific,Cyprus,"         970,000","         340,000","          40,000","         <10,000","          10,000","         <10,000","         <10,000","         <10,000","       1,380,000"
784,1,54,2040,Europe,Czech Republic,"       1,860,000","          70,000","       8,000,000","         <10,000","          50,000","          50,000","         <10,000","         <10,000","      10,040,000"
785,1,55,2040,Europe,Denmark,"       4,630,000","         430,000","         660,000","          40,000","          40,000","         <10,000","         <10,000","         <10,000","       5,800,000"
786,1,56,2040,Sub-Saharan Africa,Djibouti,"          30,000","       1,360,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,400,000"
787,1,57,2040,Latin America-Caribbean,Dominica,"          70,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          80,000"
788,1,58,2040,Latin America-Caribbean,Dominican Republic,"      11,650,000","         <10,000","       1,420,000","         <10,000","         <10,000","         120,000","          10,000","         <10,000","      13,210,000"
789,1,59,2040,Latin America-Caribbean,Ecuador,"      18,140,000","          20,000","       1,110,000","         <10,000","         <10,000","          60,000","         <10,000","         <10,000","      19,340,000"
790,1,60,2040,Middle East-North Africa,Egypt,"       4,670,000","     111,960,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","     116,640,000"
791,1,61,2040,Latin America-Caribbean,El Salvador,"       6,130,000","         <10,000","         800,000","         <10,000","         <10,000","          30,000","          20,000","         <10,000","       6,980,000"
792,1,62,2040,Sub-Saharan Africa,Equatorial Guinea,"       1,060,000","          50,000","          60,000","         <10,000","         <10,000","          20,000","         <10,000","         <10,000","       1,200,000"
793,1,63,2040,Sub-Saharan Africa,Eritrea,"       6,140,000","       3,570,000","          10,000","         <10,000","         <10,000","          40,000","         <10,000","         <10,000","       9,760,000"
794,1,64,2040,Europe,Estonia,"         440,000","         <10,000","         670,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,110,000"
795,1,65,2040,Sub-Saharan Africa,Ethiopia,"      79,420,000","      51,570,000","          90,000","         <10,000","         <10,000","       2,490,000","          10,000","         <10,000","     133,590,000"
796,1,66,2040,Europe,Faeroe Islands,"          50,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          50,000"
797,1,67,2040,Latin America-Caribbean,Falkland Islands (Malvinas),"         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000"
798,1,68,2040,Asia-Pacific,Fiji,"         750,000","          70,000","         <10,000","         320,000","         <10,000","         <10,000","         <10,000","         <10,000","       1,160,000"
799,1,69,2040,Europe,Finland,"       4,140,000","         140,000","       1,260,000","         <10,000","          20,000","         <10,000","         <10,000","         <10,000","       5,580,000"
800,1,70,2040,Europe,France,"      32,780,000","       6,750,000","      27,690,000","          60,000","         380,000","         310,000","         130,000","         350,000","      68,440,000"
801,1,71,2040,Latin America-Caribbean,French Guiana,"         330,000","         <10,000","          20,000","         <10,000","         <10,000","          30,000","         <10,000","         <10,000","         390,000"
802,1,72,2040,Asia-Pacific,French Polynesia,"         310,000","         <10,000","          20,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         330,000"
803,1,73,2040,Sub-Saharan Africa,Gabon,"       1,920,000","         390,000","         160,000","         <10,000","         <10,000","         150,000","          20,000","         <10,000","       2,640,000"
804,1,74,2040,Sub-Saharan Africa,Gambia,"         140,000","       3,780,000","         <10,000","         <10,000","         <10,000","          20,000","         <10,000","         <10,000","       3,950,000"
805,1,75,2040,Europe,Georgia,"       3,220,000","         500,000","          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","       3,750,000"
806,1,76,2040,Europe,Germany,"      45,670,000","       6,640,000","      21,290,000","          80,000","         250,000","          50,000","         100,000","         200,000","      74,280,000"
807,1,77,2040,Sub-Saharan Africa,Ghana,"      30,080,000","       8,870,000","       1,570,000","          20,000","         <10,000","       2,490,000","          50,000","         <10,000","      43,080,000"
808,1,78,2040,Europe,Gibraltar,"          30,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","         <10,000","          30,000"
809,1,79,2040,Europe,Greece,"       9,140,000","         760,000","         610,000","          30,000","         <10,000","          10,000","          10,000","         <10,000","      10,570,000"
